Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
C,"GMAC MORTGAGE, LLC",6.125,252000,360,90,90.0,2.0,48.0,744.0,N,P,SF,1,P,CA,932,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.125,107000,360,79,79.0,1.0,26.0,722.0,N,C,SF,1,P,NM,871,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.5,408000,360,81,81.0,1.0,32.0,726.0,N,R,SF,1,P,UT,840,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.5,120000,360,90,90.0,1.0,30.0,663.0,N,C,SF,1,P,OK,740,N,12,2007,2,2008
B,"WELLS FARGO BANK, N.A.",6.875,187000,360,87,87.0,2.0,50.0,623.0,Y,P,SF,1,P,LA,704,N,8,2007,10,2007
B,SUNTRUST MORTGAGE INC.,7.25,123000,360,85,85.0,2.0,19.0,720.0,N,C,SF,1,I,GA,301,N,10,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.375,185000,360,67,67.0,1.0,22.0,646.0,N,C,SF,1,P,NY,136,N,10,2007,12,2007
B,"CITIMORTGAGE, INC.",6.875,165000,360,36,36.0,2.0,17.0,768.0,N,R,SF,1,I,MA,18,N,7,2007,9,2007
R,"BANK OF AMERICA, N.A.",5.875,335000,180,80,80.0,1.0,28.0,650.0,N,C,SF,1,P,FL,331,N,12,2007,2,2008
R,"CHASE HOME FINANCE, LLC",6.5,365000,360,71,71.0,2.0,35.0,796.0,N,P,PU,1,P,CO,802,N,8,2007,10,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.0,267000,360,80,88.0,2.0,29.0,801.0,N,R,SF,1,P,MN,550,N,9,2007,11,2007
B,"WELLS FARGO BANK, N.A.",6.875,160000,360,66,66.0,1.0,64.0,755.0,N,C,PU,1,I,KS,662,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,173000,360,90,90.0,1.0,52.0,631.0,N,C,SF,1,P,AZ,850,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,135000,180,52,52.0,1.0,19.0,724.0,N,P,SF,1,P,MI,482,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.0,334000,240,80,80.0,1.0,26.0,781.0,N,P,SF,1,P,PA,194,Y,8,2007,10,2007
R,"WELLS FARGO BANK, N.A.",6.625,184000,360,74,74.0,2.0,47.0,738.0,N,R,MH,1,P,OR,975,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.375,308000,360,95,95.0,1.0,50.0,706.0,N,R,SF,1,P,NJ,77,N,9,2007,11,2007
B,"PNC BANK, N.A.",7.25,80000,360,80,80.0,2.0,48.0,624.0,N,P,SF,1,P,MO,650,N,10,2007,12,2007
B,SUNTRUST MORTGAGE INC.,6.5,348000,355,78,78.0,2.0,51.0,631.0,N,R,SF,1,P,TX,770,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.25,248000,360,80,80.0,1.0,41.0,792.0,N,P,PU,1,P,CA,945,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.5,135000,240,71,71.0,2.0,42.0,649.0,N,C,SF,1,P,NY,146,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.5,179000,360,60,60.0,2.0,47.0,651.0,N,C,SF,1,P,OR,974,N,8,2007,10,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.125,304000,360,95,95.0,2.0,52.0,623.0,N,P,SF,1,P,WI,531,N,9,2007,11,2007
R,OTHER,6.25,130000,180,42,42.0,2.0,25.0,756.0,N,C,SF,1,P,OH,430,N,3,2007,5,2007
R,"WELLS FARGO BANK, N.A.",5.875,417000,180,70,82.0,2.0,40.0,781.0,N,C,SF,1,P,PA,175,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.125,331000,360,70,83.0,2.0,57.0,724.0,N,C,SF,1,P,WI,540,N,11,2007,2,2008
R,"GMAC MORTGAGE, LLC",7.0,128000,360,70,85.0,1.0,35.0,764.0,N,C,SF,1,P,NC,281,N,11,2007,1,2008
R,OTHER,7.25,72000,360,80,80.0,2.0,39.0,627.0,N,R,SF,1,P,TX,760,N,9,2007,11,2007
R,OTHER,6.625,251000,360,68,68.0,1.0,38.670606328740575,816.0,N,P,PU,1,P,NV,890,N,10,2007,12,2007
B,OTHER,6.875,97000,360,72,72.0,1.0,35.0,576.0,N,R,CO,1,P,MO,630,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.5,117000,360,80,80.0,1.0,38.0,806.0,N,C,SF,1,P,MI,481,N,8,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,186000,360,80,80.0,2.0,39.0,750.0,N,P,SF,1,P,PA,160,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.375,68000,360,65,65.0,1.0,32.0,654.0,N,R,SF,1,P,OK,740,N,12,2007,2,2008
C,"GMAC MORTGAGE, LLC",6.5,336000,360,55,55.0,2.0,49.0,591.0,N,R,SF,1,P,MD,207,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.75,45000,360,34,34.0,1.0,33.0,696.0,Y,P,SF,1,P,TX,786,N,8,2007,10,2007
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.75,250000,180,30,30.0,2.0,28.0,778.0,N,C,SF,1,P,CA,900,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.25,235000,360,48,48.0,1.0,42.0,822.0,N,P,PU,1,P,TN,370,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.375,151000,240,90,90.0,1.0,50.0,752.0,N,C,SF,1,P,AL,357,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,240000,360,81,81.0,2.0,38.670606328740575,644.0,N,C,SF,1,P,MA,23,N,9,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,178000,360,61,69.0,2.0,20.0,789.0,N,C,SF,1,P,AL,362,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.625,190000,360,56,56.0,2.0,42.0,790.0,N,C,SF,1,S,NH,32,N,10,2007,12,2007
R,OTHER,6.375,284000,360,80,95.0,2.0,63.0,728.0,N,R,SF,1,P,TX,786,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,129000,360,92,92.0,2.0,41.0,662.0,N,R,PU,1,P,TX,774,N,10,2007,12,2007
C,OTHER,7.125,60000,360,75,75.0,2.0,54.0,695.0,N,C,SF,1,P,IN,479,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,77000,360,79,79.0,2.0,29.0,776.0,N,C,SF,1,I,AZ,852,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",7.125,79000,360,54,54.0,2.0,49.0,628.0,N,C,SF,1,P,NY,131,N,8,2007,11,2007
B,"PNC BANK, N.A.",6.875,114000,360,75,90.0,2.0,22.0,800.0,N,P,SF,1,I,NC,286,N,8,2007,10,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.125,67000,180,70,70.0,1.0,25.0,780.0,N,C,CO,1,P,CO,805,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.75,71000,180,53,53.0,2.0,53.0,774.0,N,C,SF,1,P,GA,313,N,9,2007,11,2007
R,OTHER,6.75,250000,360,70,70.0,3.0,63.0,770.0,N,C,SF,4,I,PA,189,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.625,100000,240,48,48.0,1.0,49.0,609.0,N,C,SF,1,P,MD,212,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",6.0,217000,360,70,70.0,1.0,37.0,637.0,N,C,SF,1,P,FL,333,N,12,2007,2,2008
R,OTHER,6.375,350000,360,51,51.0,2.0,61.0,717.0,N,P,PU,1,P,NM,870,N,10,2007,12,2007
B,"HSBC BANK USA, NATIONAL ASSOCIATION",6.0,250000,180,22,22.0,2.0,51.0,772.0,N,P,CO,1,P,NY,110,N,10,2007,12,2007
C,SUNTRUST MORTGAGE INC.,6.75,89000,360,70,70.0,2.0,35.0,598.0,N,R,SF,1,P,MO,648,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.25,161000,360,62,62.0,1.0,33.0,686.0,N,C,SF,1,P,CA,952,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.125,224000,360,80,80.0,1.0,47.0,772.0,N,P,CO,1,P,OH,430,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,6.75,55000,360,58,58.0,1.0,45.0,605.0,N,C,SF,1,P,MD,212,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.5,400000,360,79,79.0,2.0,31.0,663.0,N,C,SF,1,P,UT,840,N,8,2007,11,2007
B,OTHER,6.375,116000,360,75,75.0,1.0,45.0,786.0,N,C,SF,1,P,GA,319,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.75,110000,360,82,82.0,1.0,51.0,671.0,N,R,SF,1,P,TX,750,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,228000,360,95,95.0,2.0,39.0,757.0,Y,P,CO,1,P,NY,103,N,11,2007,1,2008
R,OTHER,6.115,154000,360,80,80.0,2.0,35.0,677.0,N,P,SF,1,P,TN,373,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.25,163000,360,90,90.0,1.0,57.0,631.0,N,R,SF,1,P,GA,302,N,12,2007,2,2008
B,AMTRUST BANK,6.25,320000,360,73,73.0,2.0,45.0,657.0,N,R,SF,1,P,GA,313,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,105000,360,71,71.0,1.0,28.0,600.0,N,C,SF,1,P,GA,301,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.75,212000,360,80,90.0,2.0,40.0,787.0,N,C,SF,1,P,NC,287,N,9,2007,11,2007
R,OTHER,5.875,200000,360,86,86.0,2.0,57.0,749.0,N,P,SF,1,S,MN,563,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,131000,360,72,72.0,1.0,37.0,795.0,N,P,CO,1,P,IN,461,N,6,2007,8,2007
C,"CITIMORTGAGE, INC.",6.375,230000,360,36,36.0,1.0,12.0,765.0,N,P,SF,1,P,PA,191,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.375,170000,360,58,58.0,2.0,38.0,768.0,N,R,SF,1,P,MI,494,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.625,159000,360,80,80.0,2.0,37.0,642.0,N,C,SF,1,P,MN,563,N,10,2007,12,2007
R,OTHER,6.375,180000,360,48,48.0,2.0,23.0,811.0,N,P,SF,1,S,MN,560,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.75,318000,360,94,94.0,2.0,37.0,668.0,N,R,SF,1,P,NH,38,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.375,365000,360,69,69.0,2.0,52.0,699.0,N,C,SF,1,P,CA,956,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,170000,360,56,56.0,1.0,63.0,640.0,N,C,SF,1,P,MN,566,N,10,2007,12,2007
R,OTHER,6.0,60000,120,73,73.0,2.0,11.0,805.0,N,P,SF,1,S,NC,286,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.25,69000,240,69,69.0,1.0,21.0,799.0,N,C,SF,1,P,KY,402,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.25,138000,360,80,80.0,2.0,26.0,804.0,N,P,SF,1,P,MO,651,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,255000,360,60,60.0,2.0,51.0,619.0,N,C,SF,1,P,CO,809,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,396000,360,65,65.0,1.0,47.0,773.0,N,C,SF,1,P,CA,926,N,8,2007,10,2007
C,AMTRUST BANK,6.625,167000,360,74,74.0,2.0,41.0,654.0,N,C,SF,1,P,UT,840,N,8,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.175,318000,360,59,59.0,1.0,47.0,616.0,N,C,SF,1,P,CA,910,N,10,2007,12,2007
C,AMTRUST BANK,6.875,261000,360,77,77.0,1.0,36.0,737.0,N,C,SF,1,P,MA,14,N,9,2007,11,2007
C,AMTRUST BANK,6.625,205000,360,80,95.0,2.0,31.0,658.0,N,P,SF,1,P,WI,531,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",5.75,107000,120,80,80.0,1.0,44.0,747.0,N,C,SF,1,P,TX,765,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,197000,360,70,70.0,2.0,41.0,787.0,N,R,PU,1,P,IL,604,N,8,2007,10,2007
C,"WELLS FARGO BANK, N.A.",6.0,396000,180,80,80.0,2.0,27.0,688.0,N,P,PU,1,P,TX,750,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",6.5,238000,360,80,95.0,2.0,47.0,785.0,N,P,SF,1,P,FL,326,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.625,140000,360,80,80.0,1.0,28.0,668.0,N,C,SF,1,P,MO,641,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,372000,360,80,80.0,2.0,51.0,724.0,N,P,SF,2,I,NJ,70,N,12,2007,2,2008
R,OTHER,6.25,417000,360,57,80.0,1.0,47.0,780.0,Y,P,SF,1,P,VA,223,N,9,2007,11,2007
C,"PNC BANK, N.A.",6.375,245000,360,80,80.0,1.0,33.0,788.0,Y,P,PU,1,P,GA,302,N,8,2007,10,2007
B,SUNTRUST MORTGAGE INC.,7.0,186000,360,70,70.0,2.0,62.0,755.0,N,C,SF,1,I,OR,977,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,195000,360,63,63.0,1.0,55.0,591.0,N,C,SF,1,P,FL,330,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.25,417000,360,66,71.0,2.0,48.0,775.0,N,R,SF,1,P,MA,20,N,11,2007,2,2008
R,OTHER,5.375,104000,360,74,74.0,2.0,47.0,811.0,N,C,SF,1,P,PR,6,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.25,300000,360,39,39.0,1.0,37.0,781.0,Y,P,SF,1,P,CA,913,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.125,234000,180,58,58.0,1.0,43.0,801.0,N,R,SF,1,P,NJ,80,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.25,148000,360,80,80.0,2.0,21.0,728.0,Y,P,PU,1,P,IN,460,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",7.0,167000,360,90,90.0,1.0,38.0,781.0,N,P,SF,1,P,VA,236,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.0,185000,360,67,67.0,1.0,32.0,683.0,N,C,PU,1,P,MD,207,N,8,2007,11,2007
R,OTHER,6.375,166000,360,27,27.0,2.0,59.0,749.0,N,R,SF,1,P,CA,945,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.125,100000,360,71,71.0,2.0,26.0,669.0,N,P,SF,1,P,AZ,853,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,162000,180,59,59.0,2.0,37.0,743.0,N,C,SF,1,P,MI,483,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",6.5,113000,360,95,95.0,1.0,38.0,701.0,N,P,SF,1,P,TX,797,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,161000,360,95,95.0,1.0,57.0,803.0,Y,P,SF,1,P,WA,993,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,165000,360,95,95.0,2.0,46.0,646.0,N,P,SF,1,P,MI,494,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.125,155000,360,61,61.0,1.0,25.0,797.0,N,R,SF,1,P,MN,554,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,320000,360,80,80.0,2.0,57.0,721.0,N,P,SF,1,S,RI,28,N,12,2007,2,2008
R,"CITIMORTGAGE, INC.",6.5,148000,360,62,62.0,1.0,59.0,762.0,N,C,PU,1,P,FL,334,N,11,2007,1,2008
C,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.75,132000,360,55,55.0,1.0,56.0,731.0,N,C,SF,1,S,FL,347,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",7.5,122000,360,90,90.0,1.0,22.0,766.0,N,P,CO,1,I,UT,846,N,9,2007,11,2007
B,OTHER,7.5,336000,360,80,80.0,2.0,42.0,709.0,N,C,PU,1,I,FL,347,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,80000,360,71,71.0,1.0,31.0,686.0,N,R,SF,1,P,MI,497,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.375,252000,360,80,80.0,1.0,38.0,696.0,Y,P,PU,1,P,CO,801,N,6,2007,8,2007
R,OTHER,5.999,219000,360,80,80.0,1.0,39.0,702.0,Y,P,CO,1,P,PA,180,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.75,243000,360,80,80.0,2.0,36.0,658.0,N,C,PU,1,P,GA,301,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.75,200000,360,49,49.0,1.0,39.0,745.0,N,C,SF,1,P,FL,331,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,282000,360,80,80.0,2.0,41.0,769.0,Y,P,PU,1,P,IL,605,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",5.99,361000,360,71,71.0,1.0,49.0,813.0,N,P,CO,1,P,CA,913,N,10,2007,12,2007
R,OTHER,6.75,50000,360,69,69.0,1.0,37.0,631.0,N,C,SF,1,P,IN,469,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.25,125000,360,90,90.0,1.0,34.0,797.0,N,P,PU,1,I,TN,377,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",5.99,188000,180,70,70.0,2.0,49.0,680.0,N,R,SF,1,P,SC,295,N,8,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.75,185000,180,90,90.0,1.0,34.0,714.0,N,C,SF,1,P,VA,238,N,12,2007,2,2008
C,AMTRUST BANK,6.375,200000,360,65,65.0,1.0,61.0,774.0,N,P,SF,1,P,MA,19,N,10,2007,12,2007
R,OTHER,6.25,322000,360,67,67.0,1.0,31.0,780.0,N,C,SF,1,P,MD,207,N,9,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,151000,360,90,90.0,2.0,42.0,729.0,Y,P,SF,1,P,NH,31,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.75,104000,360,90,90.0,2.0,56.0,665.0,N,P,SF,1,P,WA,988,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,236000,360,80,95.0,1.0,36.0,798.0,N,P,SF,1,P,PA,190,N,6,2007,8,2007
R,"CITIMORTGAGE, INC.",6.75,360000,360,80,80.0,1.0,52.0,682.0,N,C,SF,2,P,NJ,75,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.625,366000,360,80,80.0,1.0,43.0,602.0,Y,P,SF,1,P,MN,553,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.5,215000,360,73,73.0,2.0,29.0,704.0,N,R,SF,1,P,TX,794,N,6,2007,8,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,213000,360,85,85.0,1.0,48.0,705.0,N,P,PU,1,P,AZ,857,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.0,257000,360,74,74.0,1.0,50.0,625.0,N,C,SF,1,P,NY,117,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.5,417000,360,79,79.0,1.0,46.0,642.0,N,C,PU,1,P,FL,335,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.25,105000,360,34,34.0,1.0,52.0,756.0,N,C,SF,1,P,VA,231,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",7.75,46000,360,90,90.0,2.0,23.0,771.0,N,P,SF,1,I,NE,687,N,9,2007,10,2007
B,"BANK OF AMERICA, N.A.",6.375,179000,360,90,90.0,2.0,42.0,637.0,N,R,SF,1,P,KY,405,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.75,98000,360,66,66.0,1.0,32.0,596.0,N,C,SF,1,P,VA,232,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",5.875,417000,360,67,84.0,2.0,19.0,784.0,N,C,SF,1,P,SD,570,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,187000,360,75,75.0,2.0,41.0,760.0,N,C,PU,1,P,TX,773,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",6.5,270000,360,58,58.0,1.0,49.0,582.0,N,C,SF,1,P,CA,902,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,350000,360,29,37.0,2.0,53.0,725.0,N,C,SF,1,P,NY,105,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,212000,240,80,80.0,1.0,46.0,635.0,N,C,SF,1,P,DE,197,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.875,167000,360,90,90.0,2.0,26.0,683.0,N,C,SF,1,P,MO,630,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,7.625,71000,360,85,85.0,2.0,45.0,650.0,N,R,SF,1,I,IN,462,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.125,216000,360,73,73.0,2.0,23.0,762.0,N,P,SF,1,P,KY,404,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.5,120000,360,90,90.0,2.0,41.0,722.0,N,C,SF,1,P,OK,748,N,9,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.0,97000,360,80,80.0,1.0,50.0,637.0,N,C,SF,1,P,GA,300,N,12,2007,2,2008
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.75,140000,360,80,80.0,2.0,42.0,720.0,N,P,MH,1,S,AZ,860,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,168000,180,58,58.0,1.0,28.0,679.0,N,C,SF,1,P,AZ,852,N,10,2007,12,2007
C,AMTRUST BANK,5.875,100000,180,26,26.0,2.0,14.0,809.0,N,P,PU,1,P,AZ,852,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.375,146000,360,86,86.0,2.0,45.0,655.0,N,R,SF,1,P,IN,465,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.875,388000,360,80,80.0,1.0,24.0,688.0,N,P,PU,1,P,NV,890,N,9,2007,11,2007
B,SUNTRUST MORTGAGE INC.,7.125,79000,360,50,50.0,1.0,55.0,656.0,N,R,SF,1,I,FL,327,N,11,2007,1,2008
R,OTHER,6.375,372000,360,79,79.0,1.0,42.0,772.0,N,P,SF,1,P,MA,15,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.25,141000,180,80,80.0,2.0,42.0,788.0,N,P,SF,1,S,WI,548,N,8,2007,10,2007
C,"PNC BANK, N.A.",6.625,256000,360,80,90.0,1.0,37.0,816.0,N,P,SF,1,P,PA,189,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",5.75,198000,360,73,73.0,1.0,31.0,658.0,N,R,SF,1,P,IA,503,N,12,2007,2,2008
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,140000,360,80,80.0,2.0,30.0,698.0,N,C,SF,1,P,AR,719,N,9,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,347000,360,95,95.0,2.0,26.0,776.0,N,R,PU,1,P,CO,801,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.375,208000,360,80,80.0,2.0,34.0,626.0,N,R,SF,1,P,WY,827,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.25,102000,180,80,80.0,1.0,23.0,794.0,N,C,SF,1,P,PA,183,N,12,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.5,180000,360,80,90.0,2.0,25.0,803.0,N,P,SF,1,P,MO,630,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.375,184000,360,80,80.0,2.0,30.0,708.0,N,R,SF,1,P,VA,242,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,231000,360,80,95.0,1.0,50.0,791.0,N,P,SF,1,P,CA,935,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",5.625,111000,360,30,30.0,1.0,64.0,800.0,N,P,CO,1,P,DC,200,N,12,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,222000,360,77,77.0,2.0,42.0,732.0,N,P,CO,1,P,WA,980,N,10,2007,12,2007
B,OTHER,6.875,244000,360,80,80.0,1.0,38.670606328740575,635.0,N,P,PU,1,P,FL,341,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.25,209000,360,90,90.0,1.0,34.0,773.0,N,P,SF,1,P,NC,274,N,11,2007,12,2007
R,"CHASE HOME FINANCE, LLC",6.25,297000,360,74,74.0,1.0,38.670606328740575,779.0,Y,P,CO,1,P,MD,207,N,10,2007,12,2007
B,OTHER,7.0,178000,360,80,80.0,1.0,34.0,792.0,N,C,SF,1,P,MS,397,N,8,2007,10,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,103000,360,74,74.0,1.0,32.0,712.0,N,P,PU,1,P,LA,711,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.25,216000,360,80,90.0,2.0,26.0,787.0,N,P,SF,1,P,SC,292,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.5,181000,360,65,65.0,2.0,27.0,789.0,Y,P,SF,1,P,NV,894,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",6.375,280000,360,80,80.0,1.0,57.0,762.0,Y,P,SF,1,P,NY,115,N,11,2007,1,2008
C,"PNC BANK, N.A.",6.375,260000,360,80,80.0,2.0,49.0,778.0,N,R,SF,1,P,GA,305,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.625,136000,360,80,80.0,1.0,39.0,777.0,N,C,CO,1,P,NY,125,N,8,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.625,108000,360,80,80.0,1.0,44.0,793.0,N,P,PU,1,P,CO,800,N,11,2007,1,2008
R,OTHER,6.5,100000,360,39,39.0,1.0,14.0,804.0,N,P,PU,1,P,SC,299,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.25,240000,360,54,54.0,1.0,46.0,722.0,N,C,SF,2,P,NJ,72,N,11,2007,1,2008
C,AMTRUST BANK,5.875,200000,120,53,53.0,2.0,39.0,671.0,N,P,PU,1,P,TN,381,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.0,234000,360,90,90.0,2.0,52.0,640.0,N,C,PU,1,P,AZ,853,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,268000,360,80,80.0,2.0,58.0,755.0,N,P,SF,1,P,CA,955,N,9,2007,11,2007
