Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
R,"PNC BANK, N.A.",7.25,205000,360,47,47.0,1.0,40.0,595.0,N,C,SF,1,P,MD,207,N,8,2007,10,2007
B,SUNTRUST MORTGAGE INC.,6.75,324000,360,90,90.0,2.0,36.0,767.0,N,C,PU,1,P,NV,891,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.75,100000,360,77,77.0,2.0,40.0,641.0,N,C,SF,1,P,AR,727,N,12,2007,2,2008
B,"CITIMORTGAGE, INC.",6.5,142000,360,65,65.0,2.0,33.0,686.0,N,C,CO,1,P,NH,34,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.125,152000,360,80,90.0,1.0,37.0,694.0,N,C,SF,1,P,VA,240,N,12,2007,2,2008
R,OTHER,6.33,180000,360,67,67.0,2.0,39.0,788.0,N,C,SF,1,P,KS,664,N,11,2007,1,2008
R,SUNTRUST MORTGAGE INC.,6.125,200000,360,80,80.0,2.0,61.0,771.0,N,P,SF,1,P,VA,236,N,8,2007,10,2007
B,"WELLS FARGO BANK, N.A.",7.25,70000,180,80,80.0,1.0,26.0,749.0,N,P,SF,1,I,TX,770,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,397000,360,95,95.0,1.0,39.0,795.0,N,P,PU,1,P,TX,754,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,400000,360,53,53.0,2.0,39.0,780.0,Y,P,SF,1,P,IL,602,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.875,232000,360,85,85.0,2.0,47.0,698.0,N,C,SF,1,P,MD,212,N,8,2007,10,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,190000,360,76,76.0,1.0,61.0,771.0,Y,P,SF,1,P,LA,701,N,8,2007,10,2007
C,"GMAC MORTGAGE, LLC",6.375,118000,360,78,78.0,1.0,37.0,632.0,N,R,SF,1,P,MO,630,N,4,2007,6,2007
R,"BANK OF AMERICA, N.A.",6.75,158000,360,80,90.0,1.0,32.0,725.0,N,R,SF,2,I,WI,532,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.375,160000,360,67,67.0,1.0,39.0,673.0,N,C,PU,1,P,VA,226,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.25,90000,360,90,90.0,2.0,53.0,716.0,N,P,PU,1,I,NC,285,N,12,2007,2,2008
R,"BANK OF AMERICA, N.A.",6.25,62000,240,67,67.0,2.0,28.0,644.0,N,C,SF,1,P,TX,799,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.875,171000,360,90,90.0,1.0,51.0,645.0,N,P,SF,1,P,TX,757,N,10,2007,12,2007
C,SUNTRUST MORTGAGE INC.,6.5,175000,360,79,79.0,2.0,19.0,780.0,N,R,SF,1,P,MI,490,N,9,2007,11,2007
C,AMTRUST BANK,6.375,400000,360,69,69.0,1.0,48.0,787.0,N,P,PU,1,P,PA,150,N,8,2007,10,2007
R,OTHER,6.5,44000,360,75,75.0,2.0,33.0,759.0,N,P,SF,1,I,MI,494,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.25,68000,180,22,22.0,1.0,21.0,752.0,N,C,SF,1,P,MD,211,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",7.0,248000,360,92,92.0,2.0,26.0,642.0,N,R,SF,1,P,AR,716,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,341000,360,90,90.0,1.0,41.0,610.0,N,P,PU,1,P,TX,750,N,9,2007,11,2007
R,"PNC BANK, N.A.",6.125,128000,240,74,74.0,2.0,46.0,752.0,N,R,SF,1,P,KY,405,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.375,146000,360,89,89.0,1.0,31.0,677.0,N,R,PU,1,P,TX,782,N,12,2007,2,2008
C,"CITIMORTGAGE, INC.",6.875,100000,360,77,77.0,2.0,24.0,778.0,N,C,SF,2,I,MI,480,N,11,2007,1,2008
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.375,158000,180,33,33.0,1.0,48.0,761.0,N,C,SF,1,P,MA,10,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.375,152000,180,76,86.0,2.0,32.0,731.0,N,C,SF,1,P,WV,265,N,9,2007,11,2007
B,"WELLS FARGO BANK, N.A.",6.375,175000,360,74,74.0,1.0,32.0,794.0,N,C,SF,1,P,AL,352,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,135000,360,50,50.0,2.0,26.0,602.0,N,C,SF,1,P,AK,995,N,11,2007,1,2008
B,"CITIMORTGAGE, INC.",6.25,258000,360,74,74.0,2.0,36.0,808.0,N,C,PU,1,P,TX,750,N,11,2007,1,2008
B,FLAGSTAR CAPITAL MARKETS CORPORATION,5.99,311000,360,70,70.0,1.0,52.0,628.0,N,C,PU,1,P,CA,925,N,11,2007,1,2008
R,OTHER,6.0,270000,360,90,90.0,2.0,37.0,789.0,N,P,SF,1,P,OR,973,N,11,2007,1,2008
R,OTHER,6.125,72000,360,54,54.0,2.0,39.0,739.0,N,R,SF,1,P,AR,729,N,11,2007,1,2008
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.25,228000,360,95,95.0,2.0,43.0,666.0,Y,P,SF,1,P,MN,553,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.25,228000,360,80,80.0,2.0,14.0,716.0,N,P,CO,1,I,AL,365,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.5,250000,360,66,77.0,2.0,49.0,736.0,N,R,SF,1,P,MN,558,N,8,2007,10,2007
R,SUNTRUST MORTGAGE INC.,6.25,250000,360,80,80.0,1.0,43.0,742.0,N,C,SF,1,P,CA,923,N,9,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,199000,360,90,90.0,2.0,53.0,638.0,N,C,SF,1,P,NM,871,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",7.125,64000,240,28,28.0,1.0,48.0,594.0,N,C,SF,1,P,NY,120,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.625,179000,360,70,74.0,1.0,40.0,659.0,N,C,SF,1,P,CA,936,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.75,150000,360,88,88.0,1.0,49.0,682.0,N,C,SF,1,P,TN,374,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,327000,360,58,58.0,2.0,25.0,812.0,N,P,PU,1,P,IL,601,N,10,2007,12,2007
R,OTHER,6.5,101000,360,80,80.0,2.0,24.0,769.0,N,C,SF,1,P,WI,547,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,123000,360,69,69.0,1.0,19.0,698.0,N,C,SF,1,P,NC,273,N,9,2007,11,2007
R,"CHASE HOME FINANCE, LLC",8.0,398000,360,95,95.0,2.0,31.0,673.0,N,P,SF,1,P,MA,15,N,8,2007,10,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,64000,120,46,46.0,2.0,16.0,774.0,N,R,SF,1,P,AL,357,N,7,2007,9,2007
R,"CITIMORTGAGE, INC.",6.5,155000,360,41,41.0,2.0,15.0,684.0,N,C,SF,1,P,NY,117,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.875,120000,360,80,80.0,1.0,62.0,778.0,N,P,SF,1,P,NM,871,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,222000,360,93,93.0,1.0,52.0,656.0,N,R,PU,1,P,GA,301,N,11,2007,1,2008
R,OTHER,5.875,140000,360,21,21.0,1.0,36.0,816.0,N,C,SF,1,P,HI,968,N,10,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.5,220000,360,80,95.0,1.0,33.0,781.0,N,R,SF,1,P,CO,801,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.5,399000,360,80,80.0,2.0,54.0,804.0,N,P,PU,1,P,NC,281,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.375,286000,360,69,69.0,2.0,54.0,767.0,N,C,SF,1,P,CT,60,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.5,304000,360,41,41.0,2.0,58.0,660.0,N,C,SF,1,P,NY,118,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.25,234000,360,80,90.0,2.0,55.0,706.0,N,P,SF,1,P,TX,786,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.125,289000,360,38,38.0,2.0,38.0,765.0,N,C,SF,1,P,CA,934,N,12,2007,2,2008
B,"BANK OF AMERICA, N.A.",6.125,157000,180,65,65.0,2.0,28.0,699.0,N,C,SF,1,P,ME,40,N,12,2007,1,2008
R,"PNC BANK, N.A.",6.75,148000,360,90,90.0,1.0,37.0,634.0,Y,P,CP,1,P,MD,207,N,8,2007,10,2007
R,OTHER,6.375,225000,360,68,68.0,2.0,26.0,750.0,N,R,SF,1,P,WI,535,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,275000,360,79,79.0,1.0,22.0,809.0,Y,P,SF,1,P,MA,18,N,8,2007,10,2007
B,AMTRUST BANK,6.5,136000,360,78,78.0,1.0,40.0,637.0,N,C,SF,1,P,MD,212,N,11,2007,12,2007
C,"CITIMORTGAGE, INC.",6.625,87000,360,75,75.0,1.0,28.0,679.0,N,C,SF,1,P,CA,922,N,10,2007,12,2007
C,OTHER,6.5,125000,360,23,23.0,1.0,39.0,682.0,N,C,SF,1,P,UT,840,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.75,172000,360,80,80.0,1.0,34.0,585.0,N,P,PU,1,P,TX,775,N,12,2007,2,2008
C,"CITIMORTGAGE, INC.",6.0,200000,240,57,57.0,2.0,22.0,788.0,N,C,SF,1,P,IL,605,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.75,55000,360,33,33.0,1.0,60.0,585.0,N,C,SF,1,P,FL,325,N,10,2007,12,2007
B,"PNC BANK, N.A.",6.875,168000,360,93,93.0,2.0,47.0,649.0,N,R,CO,1,P,IL,601,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.25,155000,360,73,73.0,2.0,58.0,771.0,N,C,SF,1,I,NH,34,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.875,210000,360,90,90.0,2.0,48.0,661.0,N,P,PU,1,P,FL,320,N,9,2007,11,2007
R,"PNC BANK, N.A.",6.375,212000,360,50,50.0,2.0,42.0,780.0,N,C,SF,1,P,IL,605,N,12,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,7.0,100000,360,61,61.0,1.0,50.0,522.0,Y,P,SF,1,P,LA,700,N,11,2007,1,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,266000,360,90,90.0,2.0,46.0,692.0,N,C,SF,1,P,WA,984,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.375,184000,360,80,95.0,1.0,33.0,703.0,Y,P,CO,1,P,IL,601,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,220000,360,80,80.0,2.0,40.0,611.0,N,P,SF,1,P,IL,601,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.75,146000,360,95,95.0,2.0,46.0,623.0,N,R,SF,1,P,NC,272,N,11,2007,1,2008
R,OTHER,5.25,120000,360,77,77.0,2.0,18.0,755.0,N,C,SF,2,P,PR,6,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.75,266000,360,75,75.0,2.0,63.0,801.0,N,C,SF,1,P,IL,601,N,11,2007,1,2008
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,68000,360,90,90.0,2.0,52.0,718.0,N,C,SF,1,P,GA,317,N,11,2007,12,2007
B,"CITIMORTGAGE, INC.",6.25,285000,360,80,80.0,1.0,48.0,664.0,N,C,SF,1,P,CA,924,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,337000,360,95,95.0,1.0,53.0,718.0,N,P,SF,1,P,CO,803,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.25,320000,360,80,95.0,2.0,47.0,816.0,Y,P,SF,1,P,CO,802,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.625,172000,360,95,95.0,1.0,52.0,686.0,N,P,SF,1,P,SC,297,Y,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,120000,360,67,67.0,1.0,28.0,790.0,N,P,SF,2,I,CT,63,N,9,2007,11,2007
R,OTHER,6.5,204000,360,80,80.0,2.0,29.0,762.0,N,P,SF,1,P,CA,959,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",7.125,223000,360,95,95.0,2.0,27.0,745.0,Y,P,SF,1,P,CA,935,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.5,299000,360,95,95.0,1.0,51.0,687.0,N,R,SF,1,P,CA,959,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.375,365000,360,95,95.0,2.0,54.0,701.0,Y,P,SF,1,P,MD,211,N,6,2007,8,2007
R,OTHER,6.875,146000,360,80,80.0,1.0,40.0,644.0,Y,P,SF,1,P,CT,63,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,7.5,52000,360,67,67.0,1.0,22.0,651.0,N,C,SF,1,P,IL,620,N,9,2007,11,2007
C,OTHER,5.5,131000,360,58,58.0,1.0,51.0,689.0,N,C,SF,1,P,PA,172,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.25,340000,360,80,80.0,2.0,41.0,706.0,Y,P,SF,1,P,NY,117,N,12,2007,2,2008
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.375,417000,360,60,73.0,2.0,36.0,747.0,N,C,SF,1,P,CA,945,N,11,2007,1,2008
C,OTHER,6.75,95000,360,80,95.0,1.0,43.0,742.0,Y,P,PU,1,P,TX,773,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.75,137000,240,62,62.0,1.0,51.0,723.0,N,C,SF,1,P,SC,296,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.75,252000,360,92,92.0,2.0,60.0,690.0,N,P,PU,1,P,AZ,856,N,10,2007,12,2007
R,"PNC BANK, N.A.",7.0,169000,360,75,75.0,2.0,50.0,594.0,N,R,SF,1,P,PA,191,N,8,2007,10,2007
R,OTHER,6.375,116000,360,80,80.0,1.0,44.0,741.0,N,C,SF,1,I,AR,727,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",5.875,340000,360,46,46.0,2.0,58.0,756.0,N,C,SF,1,P,HI,967,N,11,2007,1,2008
B,"CITIMORTGAGE, INC.",6.875,60000,360,62,64.0,1.0,16.0,628.0,N,C,SF,1,P,MD,212,N,7,2007,9,2007
C,"BANK OF AMERICA, N.A.",6.5,300000,360,45,45.0,1.0,56.0,773.0,N,C,SF,1,S,CT,64,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,5.99,193000,360,80,80.0,1.0,53.0,771.0,N,P,PU,1,P,AZ,857,N,11,2007,1,2008
R,OTHER,6.375,147000,360,46,46.0,1.0,31.0,812.0,N,P,SF,1,P,WA,984,N,10,2007,12,2007
C,OTHER,6.875,158000,360,95,95.0,2.0,20.0,755.0,N,R,SF,1,P,OH,446,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",7.5,66000,360,90,90.0,1.0,48.0,726.0,N,P,SF,1,I,LA,700,N,8,2007,10,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.5,315000,360,66,66.0,2.0,41.0,692.0,N,R,PU,1,P,CA,917,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",5.875,270000,360,70,70.0,1.0,37.0,589.0,N,C,SF,1,P,CA,952,N,9,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.375,37000,360,24,24.0,1.0,42.0,687.0,N,P,PU,1,S,FL,333,N,7,2007,9,2007
C,"CITIMORTGAGE, INC.",6.375,128000,360,80,80.0,2.0,45.0,793.0,N,P,SF,1,P,TX,761,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.5,194000,180,70,70.0,1.0,48.0,658.0,N,C,SF,1,P,CA,956,N,8,2007,11,2007
B,OTHER,6.0,211000,360,95,95.0,1.0,60.0,731.0,N,R,SF,1,P,AZ,852,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.125,336000,360,80,80.0,2.0,34.0,776.0,N,P,SF,1,S,NJ,82,N,11,2007,1,2008
C,"PNC BANK, N.A.",6.625,187000,360,80,80.0,1.0,46.0,797.0,N,P,PU,1,P,CO,801,N,8,2007,10,2007
R,"PNC BANK, N.A.",6.5,280000,240,26,26.0,2.0,12.0,769.0,N,R,SF,1,P,TX,770,N,9,2007,11,2007
C,AMTRUST BANK,5.75,60000,180,34,34.0,1.0,24.0,685.0,N,C,SF,1,P,IN,477,N,10,2007,12,2007
R,OTHER,6.25,417000,360,67,90.0,1.0,34.0,705.0,N,C,SF,1,P,MI,483,N,9,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",7.75,89000,360,90,90.0,2.0,46.0,677.0,N,R,SF,1,I,IN,463,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",7.375,86000,360,90,90.0,1.0,46.0,637.0,N,P,SF,1,I,OH,432,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,162000,360,80,80.0,2.0,52.0,793.0,N,C,SF,1,P,TX,760,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.875,219000,360,95,95.0,1.0,35.0,693.0,Y,P,SF,1,P,OR,974,N,11,2007,1,2008
R,OTHER,6.875,45000,360,90,90.0,2.0,38.670606328740575,674.0,N,P,SF,1,I,WI,549,N,11,2007,1,2008
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.375,285000,360,90,90.0,2.0,29.0,607.0,N,R,SF,1,P,VA,238,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,395000,360,72,83.0,2.0,40.0,732.0,N,C,PU,1,P,ID,837,N,11,2007,2,2008
R,"PNC BANK, N.A.",6.25,113000,240,85,85.0,2.0,30.0,757.0,Y,P,PU,1,P,TX,786,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",7.375,153000,360,90,90.0,2.0,50.0,694.0,N,C,SF,1,P,KS,668,N,9,2007,11,2007
B,OTHER,6.0,267000,360,80,80.0,2.0,62.0,689.0,N,P,PU,1,P,OH,454,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.625,193000,180,80,80.0,1.0,32.0,755.0,N,P,SF,1,P,KY,405,N,10,2007,11,2007
R,OTHER,6.375,176000,360,80,80.0,2.0,62.0,695.0,N,P,SF,1,P,IL,610,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.5,106000,360,42,42.0,1.0,45.0,746.0,N,C,SF,1,P,TX,775,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.375,393000,360,82,82.0,1.0,58.0,732.0,N,C,SF,1,P,MD,210,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.125,189000,360,80,80.0,1.0,22.0,779.0,Y,P,PU,1,P,TX,774,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,206000,360,80,80.0,2.0,27.0,802.0,N,P,PU,1,P,WA,982,N,8,2007,10,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,129000,360,90,90.0,2.0,28.0,671.0,N,C,SF,1,P,UT,840,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.375,108000,360,80,92.0,1.0,43.0,748.0,N,P,CO,1,P,OH,448,N,12,2007,1,2008
R,OTHER,6.25,161000,360,66,66.0,1.0,21.0,761.0,N,C,SF,1,P,OH,435,N,11,2007,1,2008
R,OTHER,6.25,205000,360,66,66.0,1.0,49.0,709.0,N,C,CO,1,P,MN,553,N,12,2007,2,2008
B,AMTRUST BANK,6.5,88000,360,27,27.0,2.0,27.0,793.0,N,C,SF,3,I,CA,936,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.72,122000,360,76,76.0,1.0,55.0,754.0,Y,P,CO,1,P,IL,604,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.5,122000,360,80,80.0,2.0,21.0,720.0,N,C,CP,1,P,NY,113,N,10,2007,12,2007
B,AMTRUST BANK,7.125,203000,360,90,90.0,2.0,40.0,765.0,N,P,SF,1,I,FL,339,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.5,150000,360,80,80.0,2.0,47.0,668.0,Y,P,PU,1,P,SC,295,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.5,280000,360,52,52.0,1.0,55.0,732.0,N,P,PU,1,I,CA,926,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,136000,360,80,86.0,2.0,48.0,733.0,N,C,CO,1,P,FL,342,N,11,2007,1,2008
B,"GMAC MORTGAGE, LLC",6.625,235000,360,38,38.0,2.0,35.0,779.0,N,C,SF,1,P,CA,917,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,288000,360,80,80.0,1.0,53.0,774.0,N,P,SF,1,S,IN,460,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",6.5,95000,360,36,36.0,1.0,42.0,580.0,N,R,SF,1,P,CT,65,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.0,185000,360,64,84.0,1.0,49.0,635.0,N,C,SF,1,P,WA,986,N,12,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,170000,360,74,74.0,1.0,26.0,638.0,N,C,CO,1,P,FL,333,N,8,2007,10,2007
B,"CITIMORTGAGE, INC.",6.25,155000,360,94,94.0,1.0,39.0,672.0,N,R,CO,1,P,IL,604,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.625,138000,360,91,91.0,2.0,40.0,679.0,Y,P,SF,1,P,VA,241,N,9,2007,11,2007
R,SUNTRUST MORTGAGE INC.,6.25,121000,360,64,64.0,2.0,6.0,671.0,N,C,SF,1,P,MD,216,N,10,2007,12,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,88000,360,80,80.0,1.0,37.0,751.0,N,C,SF,1,P,IL,615,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.99,78000,360,95,95.0,1.0,58.0,641.0,N,P,SF,1,P,FL,325,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.125,128000,360,77,77.0,2.0,31.0,662.0,N,R,SF,1,I,AR,727,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,194000,360,90,90.0,1.0,59.0,723.0,N,C,SF,1,P,CT,61,N,11,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,245000,360,77,77.0,1.0,46.0,670.0,N,R,SF,1,P,NY,126,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.0,223000,360,80,80.0,1.0,48.0,777.0,N,P,PU,1,P,AZ,850,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.25,300000,360,70,70.0,1.0,31.0,773.0,Y,P,CO,1,P,NJ,88,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.125,260000,360,80,80.0,2.0,39.0,793.0,N,P,SF,1,P,OR,971,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.75,181000,360,78,78.0,1.0,29.0,777.0,N,C,SF,1,P,ID,837,N,10,2007,12,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.875,75000,360,61,61.0,1.0,37.0,560.0,N,C,SF,1,P,MS,395,N,8,2007,10,2007
R,"PNC BANK, N.A.",6.5,50000,360,63,63.0,1.0,17.0,763.0,Y,P,SF,1,P,OH,456,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.17,179000,360,80,80.0,2.0,34.0,768.0,Y,P,SF,1,P,IL,600,N,6,2007,8,2007
B,AMTRUST BANK,6.375,417000,360,70,70.0,2.0,37.0,683.0,N,C,SF,1,P,NJ,76,N,11,2007,1,2008
C,"PNC BANK, N.A.",6.5,260000,360,58,58.0,1.0,43.0,740.0,N,C,SF,1,I,CO,802,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,119000,360,75,75.0,1.0,44.0,804.0,N,C,SF,1,I,OR,971,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.25,160000,360,80,80.0,2.0,36.0,597.0,Y,P,CO,1,P,NM,871,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.0,139000,360,75,75.0,2.0,36.0,628.0,N,C,SF,1,P,IL,618,N,10,2007,12,2007
C,AMTRUST BANK,7.0,93000,360,40,40.0,1.0,63.0,743.0,N,C,SF,1,P,FL,331,N,9,2007,11,2007
C,OTHER,6.625,72000,360,80,80.0,1.0,37.0,773.0,N,P,SF,1,P,IL,618,N,11,2007,1,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,153000,360,90,90.0,1.0,58.0,683.0,N,P,SF,1,P,SC,296,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.375,350000,360,56,56.0,2.0,55.0,696.0,N,R,SF,1,P,IL,600,N,9,2007,11,2007
B,"PNC BANK, N.A.",6.375,142000,360,68,68.0,2.0,45.0,743.0,N,C,SF,1,P,FL,331,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.375,197000,360,75,75.0,2.0,31.0,626.0,N,C,SF,1,P,NY,128,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,181000,360,80,80.0,1.0,22.0,743.0,N,C,PU,1,I,WA,983,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.0,93000,360,74,80.0,2.0,51.0,650.0,N,R,PU,1,P,TX,775,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.5,188000,360,80,80.0,2.0,31.0,761.0,N,C,PU,1,P,MO,633,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.625,171000,360,90,90.0,2.0,50.0,647.0,N,R,SF,1,P,NC,272,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.375,185000,360,95,95.0,1.0,48.0,666.0,Y,P,SF,1,P,OR,972,N,10,2007,12,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,202000,360,90,90.0,2.0,38.670606328740575,804.0,N,P,PU,1,S,SC,295,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",6.125,231000,360,85,85.0,1.0,48.0,665.0,N,P,SF,1,P,MA,15,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.0,590000,360,80,87.0,1.0,15.0,668.0,N,R,PU,1,P,HI,967,N,9,2007,11,2007
C,"PNC BANK, N.A.",6.875,133000,360,80,80.0,1.0,35.0,733.0,N,C,SF,1,I,GA,300,N,9,2007,10,2007
C,"CITIMORTGAGE, INC.",7.0,247000,360,95,95.0,2.0,57.0,580.0,Y,P,SF,1,P,PA,180,N,8,2007,10,2007
R,OTHER,6.25,208000,360,85,85.0,1.0,34.0,788.0,N,P,SF,1,P,OH,430,N,6,2007,8,2007
